,title_id,title,text
90,tt0113277,Heat,"A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,Hunters and their prey--Neil and his professional criminal crew hunt to score big money targets (banks, vaults, armored cars) and are, in turn, hunted by Lt. Vincent Hanna and his team of cops in the Robbery/Homicide police division. A botched job puts Hanna onto their trail while they regroup and try to put together one last big 'retirement' score. Neil and Vincent are similar in many ways, including their troubled personal lives. At a crucial moment in his life, Neil disobeys the dictum taught to him long ago by his criminal mentor--'Never have anything in your life that you can't walk out on in thirty seconds flat, if you spot the heat coming around the corner'--as he falls in love. Thus the stage is set for the suspenseful ending....,Neil McCauley leads a group of professional bank robbers, taking down major scores around LA. However after their latest heist goes terribly wrong and ends up in homicide, Det. Vincent Hannah finds a clue and becomes obsessed with the case determined to stop McCauley's crew. Hannah and McCauley are competing against each other in a deadly cat-and-mouse game. Although they are on different sides of the law, they still find huge respect, recognition in each others troubled personal lives and they understand each others motivations - however this won't make them hesitate to do whatever they can to win the battle between them two in this crime saga.,In Los Angeles, a gang of armed thieves is hitting serious targets - major banks, vaults, and armored cars. These thieves are led by arch-criminal Neal MacAuley. One of their operations, an armored-car robbery, goes bad and the armored-car guards are murdered by the gunmen - putting LAPD homicide detective Vince Hanna on the trail of the thieves. Hanna knows it will take a lot to bring these dangerous, armed thieves down, and it will end in a horrifying gun battle when the thieves try to rob a major federal bank..."
91,tt0114369,Se7en,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.,A film about two homicide detectives' (Morgan Freeman and Brad Pitt) desperate hunt for a serial killer who justifies his crimes as absolution for the world's ignorance of the Seven Deadly Sins. The movie takes us from the tortured remains of one victim to the next as the sociopathic ""John Doe"" (Kevin Spacey) sermonizes to Detectives Somerset and Mills -- one sin at a time. The sin of Gluttony comes first and the murderer's terrible capacity is graphically demonstrated in the dark and subdued tones characteristic of film noir. The seasoned and cultured but jaded Somerset researches the Seven Deadly Sins in an effort to understand the killer's modus operandi while the bright but green and impulsive Detective Mills (Pitt) scoffs at his efforts to get inside the mind of a killer...,Taking place in a nameless city, Se7en follows the story of two homicide detectives tracking down a sadistic serial killer (Kevin Spacey) who chooses his victims according to the seven deadly sins. Brad Pitt stars as Detective David Mills, a hopeful but naive rookie who finds himself partnered with veteran Detective William Somerset (Morgan Freeman). Together they trace the killer's every step, witnessing the aftermath of his horrific crimes one by one as the victims pile up in rapid succession, all the while moving closer to a gruesome fate neither of them could have predicted.,Two police detectives - one, Somerset, about to retire and the other, Mills, just transferred into the precinct - investigate the murder of an obese man. On his wall was written the word ""Gluttony"". Then they are alerted to the murder of a lawyer. On his floor was written the word ""Greed"". Somerset suspects that the murders were the work of the same man, a man murdering people who have committed the seven deadly sins.,Two detectives, one about to leave and one entering find themselves following a series of murders, they find clues linking the deaths and the seven sins. The movie follows the cops, their family and tracking down the mass murderer who delivers an unforgettable ending.,This thriller portrays the exploits of a deranged serial killer. His twisted agenda involves choosing seven victims who represent egregious examples of transgressions of each of the Seven Deadly Sins. He then views himself as akin to the Sword of God, handing out horrific punishment to these sinners. Two cops, an experienced veteran of the streets (Morgan Freeman) who is about to retire and the ambitious young homicide detective (Brad Pitt) hired to replace him, team up to capture the perpetrator of these gruesome killings. Unfortunately, they too become ensnared in his diabolical plan...."
92,tt0116282,Fargo,"Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,Jerry works in his father-in-law's car dealership and has gotten himself in financial problems. He tries various schemes to come up with money needed for a reason that is never really explained. It has to be assumed that his huge embezzlement of money from the dealership is about to be discovered by father-in-law. When all else falls through, plans he set in motion earlier for two men to kidnap his wife for ransom to be paid by her wealthy father (who doesn't seem to have the time of day for son-in-law). From the moment of the kidnapping, things go wrong and what was supposed to be a non-violent affair turns bloody with more blood added by the minute. Jerry is upset at the bloodshed, which turns loose a pregnant sheriff from Brainerd, MN who is tenacious in attempting to solve the three murders in her jurisdiction.,Jerry Lundegard is in an unknown financial jam and wants his father-in-law's money to solve it. His plan to get the money involves hiring Carl Showalter and Gaer Grimsrud to kidnap his wife, and then splitting the ransom with the criminals. However, this quickly falls apart after three killings and the persistent work of chirpy but efficient police chief, the pregnant Marge Gunderson.,Based on a true story, a car salesman in Minneapolis, MN, Jerry Lundegard hires two criminals to kidnap his wife. Her father is wealthy and Jerry needs the money. However, things don't go according to plan and soon three people are dead outside of Brainerd, MN. The 7-month pregnant Sheriff of Brainerd, Marge Gunderson is soon on the case, and she is very intuitive and resourceful...,Jerry Lundegaard is in a financial jam and, out of desperation, comes up with a plan to hire someone to kidnap his wife and demand ransom from her wealthy father, to be secretly split between Jerry and the perpetrators. Jerry, who is not the most astute of individuals, hires a couple of real losers from the frozen northern reaches of Fargo, North Dakota for the job. Then things begin to slip from bad to worse as Jerry helplessly watches on.,Jerry hires two men to kidnap his wife so he can get his rich father in law to pay the ransom of $1 million. Once the ransom is paid the kidnappers will get $40,000 and Jerry gets the rest. That's the plan, but what happens is something totally different. Blood is shed when a cop and two innocent people are killed. Marge Gunderson is the Chief who investigates the murders. While Marge investigates, Jerry gets involved in deeper problems, ranging from financial troubles, to threats from the kidnappers."
93,tt0117951,Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.,A wild, freeform, Rabelaisian trip through the darkest recesses of Edinburgh low-life, focusing on Mark Renton and his attempt to give up his heroin habit, and how the latter affects his relationship with family and friends: Sean Connery wannabe Sick Boy, dimbulb Spud, psycho Begbie, 14-year-old girlfriend Diane, and clean-cut athlete Tommy, who's never touched drugs but can't help being curious about them...,Renton is an Edinburgh lad with a heroin addiction problem. His best mates are: somewhat dimwitted but good-hearted Spud, also a heroin addict; con man Sick Boy, also a heroin addict who has steadfast opinions on the most renowned British actors; and Tommy, a clean cut athlete who doesn't use. The likelihood of Renton, Spud and/or Sick Boy leading Tommy astray are higher than the other way around as problems in Tommy's life resulting in him wanting to use are more likely than any of Renton, Spud or Sick Boy having a reason to follow Tommy's clean example. Renton, Spud and Sick Boy often use with Allison, the mother of an infant, they, including baby Dawn, congregating in Swanney's drug den. They also need to steal and rob to support their habit, those activities often with the assistance of their criminal acquaintance Begbie, whose violent tendencies can be ignited on the slightest provocation. Despite Renton, Spud and Sick Boy believing there is no better feeling than being high, Renton truly does want to quit using, or so he tells himself. The struggles Renton have in trying to get clean are presented. He may feel that other priorities in his life may help him, such as the love at first sight feelings he has for Diane, who he sees across a nightclub room but who may not be all she appears at first glance. Renton probably realizes that he can never get clean in his current environment, which includes hanging around with Spud, Sick Boy, Begbie, Allison and Swanney, but getting out from their influence may not be as easy as just physically leaving."
94,tt0118266,The New Batman Adventures,"The further and darker adventures of Batman with a new Robin, a closer association with Batgirl and the previous Robin now as Nightwing.,Slightly different than ""Batman: The Animated Series."" The series takes place approximately three years after the last episode of Batman which ran on Fox. Dick Grayson has grown up taken the costumed identity of Nightwing, with Tim Drake taking over as Robin."
95,tt0118421,Oz,"A series chronicling the daily activities of an unusual prison facility and its criminal inhabitants.,OZ chronicles the attempts of McManus (Terry Kinney) to keep control over the inmates of Em(erald) City as well as the drug trade and the violence. There have been many groups of inmates during the run of the show and not everybody makes it out alive. There's the gangstas (Adebisi, Wangler, Redding, Poet, Keene, Supreme Allah), Muslims (Said, Arif, Hamid Khan), Italians (Pancamo, Nappa, Schiebetta), bikers (Hoyt), Aryans (Schillinger, Robson, Mark Mack), Christians (Cloutier, Cudney), Latinos (Alvarez, Morales, Guerra, Hernandez), gays (Hanlon, Cramer) and a whole pile of others (the O'Riley brothers, Keller, Stanislovsky, etc.). And there's a great ""everyman"" character called Beecher who gives a good look at a normal man who made one tragic mistake. Besides the regular inmates, there's guest stars such as Method Man, Luke Perry, Master P, Treach, etc. and a bunch of prison staff doctors (Dr. Nathan), a nun/psychologist (Sister Peter Marie), a bunch of guards some honest, some crooked and of course the warden Leo Glynn. The whole thing is narrated and held together by inmates Augustus Hill, who provides the show with some context, some sense of theme, etc. and ties everything together really nicely."
96,tt0118694,In the Mood for Love,"Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.,Set in Hong Kong, 1962, Chow Mo-Wan is a newspaper editor who moves into a new building with his wife. At the same time, Su Li-zhen, a beautiful secretary and her executive husband also move in to the crowded building. With their spouses often away, Chow and Li-zhen spend most of their time together as friends. They have everything in common from noodle shops to martial arts. Soon, they are shocked to discover that their spouses are having an affair. Hurt and angry, they find comfort in their growing friendship even as they resolve not to be like their unfaithful mates.,1962, Hong Kong. On the exact same two days, Mr. and Mrs. Chow and Mr. and Mrs. Chan, who don't know each other, rent a room in adjacent flats from the resident owner, Mr. and Mrs. Koo and Mrs. Suen respectively, and move into their room. They join the friendly relationship that exists between their landlords and the other residents of the building, although the Chows and Chans' entry into the relationships are more cordial than friendly. With Mrs. Chow and Mr. Chan often out of town either on business or personal matters, Mr. Chow and Mrs. Chan lead a somewhat emotionally lonely existence. The cordiality and emotional isolation extend to Mr. Chow and Mrs. Chan's working lives. Mr. Chan, a newspaper journalist who would rather be writing martial arts serials, has as his closest work colleague Ping, a gambler who often takes advantage of that friendship. And Mrs. Chan's job as a secretary to married Mr. Ho largely entails her handling his personal affairs, including managing and facilitating his affair with Miss Yu, something she cannot talk about to anyone. Eventually, Mr. Chow and Mrs. Chan individually come to the realization that their respective spouses are having an affair with each other, mostly taking place when they are out of town together. In dealing with this joint betrayal of their respective marriages, Mr. Chow and Mrs. Chan begin spending time together. Despite they not doing anything untoward with each other, they do not tell anyone of their time together in the inappropriateness of two married people of the opposite sex being alone with each other. As they try to figure out what to do about their respective marriages, the situation becomes more complicated when they admit that they are falling in love with each other, something that neither intended when they began their friendship.,Hong Kong, 1962. Two married couples, the Chans and the Chows, move in next door to each other. Mr Chan is hardly around, regularly disappearing overseas on business. Mrs Chow works odd hours and also tends to go overseas a lot. Mrs Chan and Mr Chow are initially just neighbors but over time a friendship blossoms, and then develops into something more.,Against the backdrop of a bustling 1962 Hong Kong, and a noisy, cramped apartment building, two neighbours, Mr Chow and Mrs Chan, gradually realise that their spouses are having an affair. Blemished by betrayal's painful stain, the lithe Mrs Chan and the morosely handsome Mr Chow now struggle to understand--and keep at bay bottled-up emotions, repression, and loneliness--bound by their noble beliefs and their inflexible morality. However, little by little, a silently passionate undercurrent of inexpressible affection starts to creep up on them, as both find themselves powerless before the catalytic force of love. Are man's vows strong enough to suppress desire?,Hong Kong, 1962, chief editor of a local newspaper, Chau and his wife move into new accommodation of Shanghainese building where he meets Li-chun, who lives in next-door and moves in the same day. It's also a coincidence that both of them are moving in without help from their spouses. As both of their couples are always out for work, they spend more and more time together. One day, they both realize that their particular spouses are having an affair and the discovery shocks both of them..."
97,tt0118799,Life Is Beautiful,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.,In 1930s Italy, a carefree Jewish book keeper named Guido starts a fairy tale life by courting and marrying a lovely woman from a nearby city. Guido and his wife have a son and live happily together until the occupation of Italy by German forces. In an attempt to hold his family together and help his son survive the horrors of a Jewish Concentration Camp, Guido imagines that the Holocaust is a game and that the grand prize for winning is a tank.,In 1939, Jewish-Italian Guido Orefice comes into Arezzo, Italy, ultimately to open a book store. In the meantime, he will work as a waiter at the hotel restaurant where his Uncle Eliseo is the maître d'. In town, he meets a school teacher named Dora, who he calls Princess and who comes from a wealthy Italian family. For him, it's love at first sight. Despite she already being in a relationship with another man, Guido ultimately sweeps her off her feet. They get married and have a son they name Giosué. On Giosué's fifth birthday, World War II is in full force. Since they are Jewish, the Germans take away Guido, Eliseo and Giosué to a labor camp. Wanting to be with her family, Dora insists she be taken too, but she is housed in the women's side of the camp. To protect Giosué from the horror of what is happening to them, Guido tells him that they are playing a game, certain actions which garner points, other actions which take points away or disqualify one from the game. The first to reach 1,000 points wins the prize of a real tank. Guido's primary goal is to keep Giosué safe at all cost, while he tries to figure out a way to get his family out of the camp and keep the Germans at bay from learning what he is doing with Giosué.,A gentle Jewish-Italian waiter, Guido Orefice, meets Dora, a pretty schoolteacher, and wins her over with his charm and humor. Eventually they marry and have a son, Giosue. Their happiness is abruptly halted, however, when Guido and Giosue are separated from Dora and taken to a concentration camp. Determined to shelter his son from the horrors of his surroundings, Guido convinces Giosue that their time in the camp is merely a game.,On the threshold of a new dark era, the mirthful Jewish-Italian, Guido Orefice, arrives in late-1930s Arezzo, in high hopes of starting afresh. Dreaming of opening a small bookshop, instead, the free-spirited optimist finds true love in the person of his princess--the gentle local school teacher, Dora--and their sweet fairy-tale love story blooms into a happy married life and a son named Giosué. However, against the backdrop of the great war's atrocities and the Germans' retreat in 1945, the Fascists round up Guido, his child, and the town's Jews, and ship them to a nightmarish concentration camp to meet their fate at the hands of the Nazis. But, in Giosué's eyes, this strange new situation is nothing but an exciting challenge to win a glorious grand prize--resilient Guido's desperate attempt to shield the innocent boy from the horrors of the death camp. Will Giosué win the contest? Is life more beautiful beyond the grown-ups' absurd world?,It's 1939. The ebullient, playful Guido comes to town. He works as a waiter under the watchful eye of his uncle, an elegant man who is a Jew. Guido falls for Dora, a schoolteacher, whom he calls ""princess"" and courts by popping up at unexpected times. She dumps her fiancé to choose Guido. The film jumps ahead to the war's last months. Nora and Guido have a child, Giosué, and when Guido and the lad are shipped to a concentration camp, Dora voluntarily follows. Although the men and women in the camp are separated and a child is in mortal peril, Guido finds ways to communicate with Dora, to hide Giosué, and to convince the boy this is an elaborate game, a special contest to win a tank."
98,tt0119217,Good Will Hunting,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.,A touching tale of a wayward young man who struggles to find his identity, living in a world where he can solve any problem, except the one brewing deep within himself, until one day he meets his soul mate who opens his mind and his heart.,A young adult by the name of Will Hunting has always been living in the slums. He spends his nights at bars and batting cages with his best friends. However, he has an amazing talent in Mathematics. When Will is almost sent to jail, a professor at MIT decides to bail him out under the condition that he works with him for math every week and that he visits a therapist. Little does he know that the therapist, Sean, will change his life in so many ways.,A janitor at MIT, Will Hunting has a gift for math and chemistry that can take him light-years beyond his blue-collar roots, but he doesn't realize his potential and can't even imagine leaving his childhood Boston South End neighborhood, his construction job, or his best friend. To complicate matters, several strangers enter the equation: a brilliant math professor who discovers, even envies, Will's gifts, an empathetic shrink who identifies with Will's blue-collar roots, and a beautiful, gifted pre-med student who shows him, for the first time in his life, the possibility of love.,Will Hunting is a genius who's living a rough life in South Boston, while being employed at a prestigious college in Boston, he's discovered by a Fields Medal winning Professor who eventually tries to get Will to turn his life around with the help of Sean Maguire, as Will begins to realize that there's more to himself then he thinks there is.,Will Hunting is a boy genius who was severely abused as a child and has been in trouble with the law ever since. When Will finally agrees to get counseling to keep himself out of jail and with his girlfriend, he meets Sean, the therapist who will change his life. Good Will Hunting tells the poignant story of Will and Sean's coming to terms with the blows life has dealt them and with the questions that lie in the future."
99,tt0119488,L.A. Confidential,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.,1950's Los Angeles is the seedy backdrop for this intricate noir-ish tale of police corruption and Hollywood sleaze. Three very different cops are all after the truth, each in their own style: Ed Exley, the golden boy of the police force, willing to do almost anything to get ahead, except sell out; Bud White, ready to break the rules to seek justice, but barely able to keep his raging violence under control; and Jack Vincennes, always looking for celebrity and a quick buck until his conscience drives him to join Exley and White down the one-way path to find the truth behind the dark world of L.A. crime.,Three policemen, each with his own motives and obsessions, tackle the corruption surrounding an unsolved murder at a downtown Los Angeles coffee shop in the early 1950s. Detective Lieutenant Exley (Guy Pearce), the son of a murdered detective, is out to avenge his father's killing. The ex-partner of Officer White (Russell Crowe), implicated in a scandal rooted out by Exley, was one of the victims. Sergeant Vincennes (Kevin Spacey) feeds classified information to a tabloid magnate (Danny DeVito).,LA in the 50's: someone's killing imprisoned mob boss Mickey Cohen's gang. The police, led by Captain Dudley, convince wiseguys from Jersey, Cleveland, and elsewhere to go home. Rich developer, Pierce Patchett, runs a stable of high-class hookers who are ringers for movie stars. The plot to replace Cohen blindsides three plainclothes cops: White watched his father beat his mother to death then vanish, he punishes abusers with quick violence; Exley's father was a hero cop killed mysteriously, he seeks justice by the book; Vicennes, a clothes horse, consults for a Dragnet-like TV show. Will they escape corruption and murder, will they find their own morality?,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner in this lush tribute to tough film noir crime films. Based on the multi-layered James Ellroy novel."
100,tt0119698,Princess Mononoke,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.,While protecting his village from rampaging boar-god/demon, a confident young warrior, Ashitaka, is stricken by a deadly curse. To save his life, he must journey to the forests of the west. Once there, he's embroiled in a fierce campaign that humans were waging on the forest. The ambitious Lady Eboshi and her loyal clan use their guns against the gods of the forest and a brave young woman, Princess Mononoke, who was raised by a wolf-god. Ashitaka sees the good in both sides and tries to stem the flood of blood. This is met by animosity by both sides as they each see him as supporting the enemy.,Smitten by a fiery and destructive curse after a deadly encounter with a boar-demon, the young prince, Ashitaka, sets off on a long and perilous voyage to the Western lands to discover why Mother Nature is in disarray. Eventually, Ashitaka will reach the Iron Town, where the ambitious Lady Eboshi who rules the land with an iron fist does battle with the fearless Princess Mononoke: a mysterious young woman who was raised by the wolf-god, Moro. Will Ashitaka manage to rescue the once-lush forests of the West, and lift the curse on his arm?,Ashitaka is infected with an incurable disease by a possessed boar/god. He is to die unless he can find a cure to rid the curse from his body. It seems that his only hope is to travel to the far east. When he arrives to get help from the deer god, he finds himself in the middle of a battle between the animal inhabitants of the forest and an iron mining town that is exploiting and killing the forest. Leading the forest animals in the battle is a human raised by wolves, Princess Mononoke."
101,tt0120689,The Green Mile,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.,Death Row guards at a penitentiary, in the 1930's, have a moral dilemma with their job when they discover one of their prisoners, a convicted murderer, has a special gift.,Based on Stephen King's 1996 novel of the same name. Stars Tom Hanks as a death row corrections officer during the U.S. Great Depression who witnesses supernatural events that occur after an enigmatic inmate (Michael Clarke Duncan) is brought to his facility.,It's just another normal day on the Green Mile for prison guard Paul Edgecomb. That is until huge John Coffey is sent there. Unlike the hulking brute that Coffey looks like, he is in fact kind at heart. Whilst watching over Coffey, Edgecomb learns that there is more to Coffey than can be seen."
102,tt0120735,"Lock, Stock and Two Smoking Barrels","A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.,Four Jack-the-lads find themselves heavily - seriously heavily - in debt to an East End hard man and his enforcers after a crooked card game. Overhearing their neighbours in the next flat plotting to hold up a group of out-of-their-depth drug growers, our heros decide to stitch up the robbers in turn. In a way the confusion really starts when a pair of antique double-barrelled shotguns go missing in a completely different scam.,Eddy has been known as a cardsharp since he was young. So he and his three friends Soap, Tom and Bacon all decide to chip in £25,000 each to allow him to play in an illegal high-roller game run by one of the local villains, Hatchet Harry. However, Eddy didn't realize the game was crooked and he ends up owing Harry £500,000 with dire threats about losing his fingers one at a time if he doesn't pay within a week! Eddy and his friends discuss various completely illegal schemes to obtain the money and eventually decide to rip-off the gang of thieves next door who themselves are planning to raid a clandestine drug growing operation which keeps all of its money in shoe boxes where they grow the cannabis plants. The scheme is simple enough but the best laid plans of mice and men always seems to go awry as does this one. As extreme chaos breaks loose the violence and associated body count spiral out of control, Eddy and his friends realize that they are out of their depth and desperately try to find a way out before they too find themselves among the casualties!,Four Cockney wide-boys are tricked into owing 500,000 nicker to the local gang-land boss and porn king, 'Hatchet' Harry Lonsdale. With the very real threat of finger amputation looming over them the lads come up with a plan to nick the cash from their next-door neighbours: a gang of hardcase drug-dealers... Meanwhile, 'Hatchet' ain't none too pleased when a pair of antique shotguns wot he wants are sold on by a pair of Scouse thieves, to be used in a ""job""... The involvement of a conscientious debt-collector, some public school ""chemists"", a psychotic hash-baron, a lot of guns and knives, ensures that karma is surrealistically resolved (just!) before the end credits roll..."
103,tt0121220,Dragon Ball Z,"The adventures of Earth's martial arts defender Son Goku continue with a new family and the revelation of his alien origin. Now Goku and his allies must defend the planet from an onslaught of new extraterrestrial enemies.,Five years after the end of ""Dragon Ball"", Son Gokû reunites with his friends, bringing along his four-year old son, Gohan. Son Gohan is not like his father; he'd rather study than fight. Raditz, a warrior from space lands on earth searching for someone named ""Kakarotto"". He reveals himself as Raditz of the Saiyajin, the older brother of Kakarotto! And Kakarotto turns out to be Son Gokû! With two other Saiyajin coming to earth, can Gokû and the Z Warriors withstand the onslaught!?"
104,tt0137523,Fight Club,"An insomniac office worker and a devil-may-care soapmaker form an underground fight club that evolves into something much, much more.,A nameless first person narrator (Edward Norton) attends support groups in attempt to subdue his emotional state and relieve his insomniac state. When he meets Marla (Helena Bonham Carter), another fake attendee of support groups, his life seems to become a little more bearable. However when he associates himself with Tyler (Brad Pitt) he is dragged into an underground fight club and soap making scheme. Together the two men spiral out of control and engage in competitive rivalry for love and power. When the narrator is exposed to the hidden agenda of Tyler's fight club, he must accept the awful truth that Tyler may not be who he says he is.,A young man leads a pretty humdrum life assessing car crashes to determine if his automobile company should issue recalls to fix problems. He also suffers from insomnia and takes to attending group therapy sessions for people who have survived various diseases. There he meets Marla who like him attends these sessions though she is neither a victim nor a survivor. His life changes when he meets Tyler Durden on a flight home. Tyler seems to be everything that he's not and together they create a men-only group for bare-knuckle fighting. It soon becomes all the rage with fight clubs springing up across the country and the group itself becoming an anti-capitalist domestic terrorist organization. Tyler and Marla develop a relationship leaving him often on the outside of what is going on. He soon finds that the group is out of control and after a major self-revelation decides there is only one way out.,An insomniac unnamed narrator needs a fantasy to escape from his deadly boring life, he tries joining a cancer support group however the only thing they do in the group is cry into each others chest, but then he is on a plane on his way back from what a viewer would assume is a business trip our unnamed narrator encounters Tyler Durden, a soap selling bad-ass who happens to run a secret fight club in the diner parking lot with his friend who follows 8 simple rules set out by Tyler, our unnamed narrator of course is taken into this scheme ran by Tyler.,Posing as a pitiful sufferer during fruitless late-night sessions in highly addictive support groups for terminal illnesses, an unhappy insomniac struggles to find meaning in his mundane and dysfunctional existence. Then, a fateful encounter with the anarchist philosopher and travelling soap salesman, Tyler Durden, changes his life, as--for the first time in a long while--the bored white-collar worker reconnects with his inner self. Much to his surprise, the formerly depressed loner finds himself deriving pleasure out of pain through bare-knuckle brawls in the Fight Club: an underground society of men who yearn to free themselves from the fetters of a cruel modern life. Now, he is ready to wage war. Are violence and freedom the two sides of the same coin?,A young urban professional who works for a major car manufacturer can't sleep. Although he doesn't have any of the associated afflictions, he stumbles across support groups as a means to let out whatever emotions he is feeling, which in turn allows him to sleep. But the use of these support groups is ruined when he meets a young woman named Marla Singer, who is also going to all these support group meetings. Because he knows she too is not afflicted with any of the maladies for which the groups exist, her presence has lessened the impact of the stories he hears. His life changes when he meets a soap manufacturer named Tyler Durden, who in many ways is the antithesis of the insomniac. Due to unusual circumstances with his own condo, the insomniac moves in with Tyler, who lives in a large dilapidated house in an otherwise abandoned part of town. After a bit of spontaneous roughhousing with Tyler in a bar parking lot, the insomniac finds it becomes a ritual between the two of them, which helps him cope with the other more difficult aspects of his life. The fights also attract a following, others who not only want to watch but join in. Understanding that there are other men like them, the insomniac and Tyler begin a secret fight club. As the fight club's popularity grows, so does its scope in all aspects. Marla becomes a circle not specifically of the fight clubs but of Tyler and the insomniac's collectives lives. As the nature of the fight clubs becomes out of control in the insomniac's view, the insomniac's life, in association, is one where he no longer understands what is happening around him, or how he can get out of it without harming himself."
105,tt0167404,The Sixth Sense,"A boy who communicates with spirits seeks the help of a disheartened child psychologist.,Malcom Crowe (Bruce Willis) is a child psychologist who receives an award on the same night that he is visited by a very unhappy ex-patient. After this encounter, Crowe takes on the task of curing a young boy with the same ills as the ex-patient (Donnie Wahlberg) . This boy ""sees dead people"". Crowe spends a lot of time with the boy much to the dismay of his wife (Olivia Williams). Cole's mom (Toni Collette) is at her wit's end with what to do about her son's increasing problems. Crowe is the boy's only hope.,To wipe the slate clean and get a chance to redeem himself after that soul-scarring incident one year ago, the Philadelphia child psychologist, Dr Malcolm Crowe, decides to take on his first new case--the profoundly troubled eight-year-old boy, Cole Sear. Exhibiting the same symptoms like one of his former patients, Cole goes one step further by solemnly claiming he has the gift, or curse, of a rare and unwelcome sixth sense; the mysterious ability to see the dreadful and unquiet spectres of the deceased who linger in this earth. However, can a slowly-recovering sceptic believe, let alone, heal, a desperate soul crying for help? And, what if Cole's disturbingly recurring apparitions are not figments of an injured fantasy, but an irrefutable reality?,Child psychologist Malcom Crowe (Bruce Willis)is one night visited by an ex-patient named Vincent Grey (Donnie Wahlberg) who is not just angry, but enraged. He wounds Crowe, then kills himself. A few months later Crowe is visited by a 9-year old boy named Cole (Haley Joel Osment). He sees dead people who do not know they are dead. Because of this, he is called a freak in school. Crowe, at first thinks he is seeing things, but after spending a lot of time with Cole (much to his wife's (Olivia Williams) dismay), he discovers Cole may be seeing dead people after all.,Child psychiatrist Malcolm Crowe (Bruce Willis) is confronted one night by his former patient Vincent Gray (Donnie Wahlberg) who he failed to help. After Vincent shoots Crowe in the stomach and kills himself, Crowe can't stop thinking about it. A few months later he is hired to help a troubled boy named Cole Sear (Haley Joel Osment), who has many of the same problems Vincent had. Crowe sees a chance to redeem himself, but doubts his ability to reach the boy, particularly when Cole claims to see ghosts who don't know they're dead."
